Date,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2023-01-11 14:03:00,17404.4,17407.9,17300.6,17407.9,90.527,1575132.6098,81,42.229,735057.6885
2023-01-11 14:04:00,17407.3,17407.9,17273.0,17286.8,68.103,1182772.9126,34,45.623,794174.9039
2023-01-11 14:05:00,17400.5,17407.3,17239.0,17403.8,76.921,1334610.0865,46,50.386,876913.5625
2023-01-11 14:06:00,17239.0,17404.3,17239.0,17240.0,85.374,1480138.3346,71,9.12,158721.6268
2023-01-11 14:07:00,17388.5,17405.0,17240.0,17390.0,138.475,2404549.6705,167,41.966,729844.7438
2023-01-11 14:08:00,17390.7,17405.0,17383.4,17383.4,133.236,2317017.3862,81,95.432,1659855.3326
2023-01-11 14:09:00,17383.4,17399.0,17240.0,17399.0,108.1,1875064.5847,104,60.56,1053306.6587
2023-01-11 14:10:00,17385.6,17399.0,17240.0,17399.0,79.269,1374496.6755,48,33.195,577428.7605
2023-01-11 14:11:00,17399.0,17399.0,17385.8,17399.0,41.786,726623.1738,69,7.852,136616.948
2023-01-11 14:12:00,17399.0,17399.0,17385.1,17385.1,145.367,2527535.2929,104,42.997,747729.8766
2023-01-11 14:13:00,17389.2,17389.9,17221.0,17387.0,74.692,1295947.4549,140,29.878,519524.322
2023-01-11 14:14:00,17372.9,17382.3,17221.0,17379.6,97.871,1694121.6333,192,29.196,507441.8292
2023-01-11 14:15:00,17382.1,17384.4,17379.6,17379.7,43.188,750705.4193,108,33.139,576057.8189
2023-01-11 14:16:00,17379.7,17387.0,17377.5,17387.0,58.389,1014774.5932,107,14.682,255255.7719
2023-01-11 14:17:00,17387.0,17390.0,17377.5,17390.0,66.154,1150111.1941,89,29.237,508390.7958
2023-01-11 14:18:00,17384.2,17387.0,17350.0,17387.0,82.545,1434544.8429,110,46.215,803522.1038
2023-01-11 14:19:00,17379.3,17387.0,17379.3,17387.0,3.046,52939.1496,89,0.234,4068.558
2023-01-11 14:20:00,17387.0,17387.0,17379.3,17379.3,36.395,632544.4353,69,4.862,84519.5692
2023-01-11 14:21:00,17383.7,17384.4,17376.5,17376.5,46.948,815853.4364,66,4.409,76644.8117
2023-01-11 14:22:00,17384.4,17384.4,17231.6,17231.6,83.484,1442998.8773,106,13.646,237202.0504
2023-01-11 14:23:00,17387.7,17392.5,17221.0,17389.7,60.877,1054744.4481,107,37.738,656244.3652
2023-01-11 14:24:00,17221.0,17418.2,17221.0,17401.0,1519.02,26439573.3585,105,1462.646,25464837.6012
2023-01-11 14:25:00,17401.0,17401.0,17387.2,17387.2,1000.24,17404175.4258,87,0.24,4175.4258
2023-01-11 14:26:00,17387.2,17418.2,17385.2,17385.2,1028.92,17902426.5937,122,160.896,2798814.6327
2023-01-11 14:27:00,17392.5,17410.4,17385.2,17400.0,396.508,6897502.4418,95,359.296,6250291.5809
2023-01-11 14:28:00,17410.4,17418.2,17400.0,17418.2,83.141,1447448.3496,79,48.748,849010.1396
2023-01-11 14:29:00,17400.0,17418.2,17392.0,17393.4,201.015,3497349.4475,55,4.982,86669.4967
