Date,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2022-12-14 09:32:00,17808.5,17810.8,17805.9,17810.8,132.682,2362814.5352,23,69.611,1239713.7522
2022-12-14 09:33:00,17806.6,17812.5,17798.3,17810.0,134.269,2390683.8912,44,86.892,1547390.0939
2022-12-14 09:34:00,17800.0,17812.5,17799.8,17800.9,78.772,1402280.6268,14,47.263,841425.0954
2022-12-14 09:35:00,17801.7,17803.3,17798.3,17799.9,31.83,566552.9765,13,0.478,8509.8954
2022-12-14 09:36:00,17801.8,17803.3,17800.2,17803.3,33.778,601325.3322,12,21.059,374919.5012
2022-12-14 09:37:00,17803.3,17803.5,17799.9,17799.9,198.807,3539134.1837,21,90.939,1618993.6133
2022-12-14 09:38:00,17799.9,17801.9,17799.6,17799.6,52.963,942738.1013,16,29.451,524226.7964
2022-12-14 09:39:00,17798.3,17800.1,17796.5,17799.1,146.548,2608381.37,28,69.168,1231192.3723
2022-12-14 09:40:00,17799.1,17799.1,17789.8,17790.8,104.513,1859798.7957,36,29.506,525090.4742
2022-12-14 09:41:00,17792.1,17793.9,17786.6,17793.9,73.542,1308365.7392,24,59.038,1050384.2988
2022-12-14 09:42:00,17791.4,17795.7,17786.6,17788.9,152.939,2720724.3457,22,46.262,823066.4021
2022-12-14 09:43:00,17791.1,17801.9,17791.1,17800.6,88.261,1570747.2295,20,71.235,1267772.9647
2022-12-14 09:44:00,17794.8,17801.9,17793.8,17800.6,59.19,1053485.8665,11,33.245,591805.6015
2022-12-14 09:45:00,17801.0,17803.3,17794.8,17797.6,90.007,1601882.6864,30,48.168,857340.4648
2022-12-14 09:46:00,17795.9,17803.3,17793.8,17793.8,129.383,2302492.9456,27,62.567,1113492.2857
2022-12-14 09:47:00,17794.9,17796.7,17787.1,17793.5,241.04,4289178.8969,22,169.06,3008398.1471
2022-12-14 09:48:00,17793.5,17796.0,17792.0,17795.0,96.554,1718023.739,22,79.649,1417244.4913
2022-12-14 09:49:00,17793.9,17795.0,17791.1,17791.1,63.322,1126662.3812,20,8.925,158816.3606
2022-12-14 09:50:00,17791.1,17802.8,17791.1,17802.8,107.153,1906920.6511,25,74.039,1317547.7269
2022-12-14 09:51:00,17799.2,17802.4,17795.5,17795.5,100.659,1791513.2334,20,49.372,878823.3088
2022-12-14 09:52:00,17800.1,17800.1,17791.1,17792.4,150.639,2680403.2063,38,68.398,1217072.7857
2022-12-14 09:53:00,17793.5,17797.2,17791.1,17796.4,105.856,1883750.7617,14,90.983,1619087.5635
2022-12-14 09:54:00,17796.8,17800.1,17796.8,17800.1,71.404,1270770.8772,14,20.129,358239.9548
2022-12-14 09:55:00,17796.8,17804.7,17795.3,17803.0,131.638,2343383.8722,25,70.957,1263213.1688
2022-12-14 09:56:00,17803.8,17803.8,17801.2,17803.4,48.941,871236.5078,18,9.85,175363.5256
2022-12-14 09:57:00,17803.4,17810.0,17801.2,17807.0,253.573,4514668.4167,31,191.012,3400889.3655
2022-12-14 09:58:00,17808.8,17814.0,17808.8,17810.2,60.205,1072256.3184,26,21.483,382647.9156
2022-12-14 09:59:00,17812.1,17812.2,17808.8,17812.2,60.609,1079462.04,21,10.561,188113.6494
2022-12-14 10:00:00,17812.2,17818.7,17809.1,17815.8,130.452,2323663.368,32,24.488,436259.5296
2022-12-14 10:01:00,17818.7,17820.5,17806.3,17807.5,70.616,1258056.5156,27,45.989,819434.0851
2022-12-14 10:02:00,17805.6,17807.3,17803.4,17807.3,159.738,2844086.0924,24,10.609,188916.5101
2022-12-14 10:03:00,17807.3,17808.5,17801.8,17805.3,184.921,3292472.1614,33,72.051,1282948.8777
2022-12-14 10:04:00,17801.8,17805.3,17793.9,17793.9,132.388,2356324.2965,38,48.915,870690.444
2022-12-14 10:05:00,17793.9,17803.2,17793.9,17798.2,109.463,1947977.2235,34,38.216,680111.247
2022-12-14 10:06:00,17799.7,17800.6,17796.4,17796.4,106.558,1896564.03,20,50.434,897675.4944
2022-12-14 10:07:00,17800.2,17804.4,17796.4,17801.8,62.295,1108990.8513,18,36.403,648064.524
2022-12-14 10:08:00,17804.4,17816.4,17803.7,17811.7,103.729,1847537.8732,28,82.7,1472983.5602
2022-12-14 10:09:00,17814.7,17827.1,17812.4,17827.1,172.664,3076624.4362,40,55.885,995762.934
2022-12-14 10:10:00,17822.3,17822.3,17813.4,17813.4,128.765,2294503.8515,26,101.103,1801647.5431
2022-12-14 10:11:00,17817.3,17818.5,17814.4,17815.2,141.08,2513419.5132,25,59.011,1051408.2578
2022-12-14 10:12:00,17815.2,17817.0,17814.4,17815.5,72.888,1298558.2282,19,35.489,632293.0678
2022-12-14 10:13:00,17814.4,17815.5,17813.4,17814.4,119.477,2128484.0419,17,70.305,1252518.7275
2022-12-14 10:14:00,17814.4,17815.5,17813.4,17815.5,72.135,1285074.5959,21,35.659,635282.9145
2022-12-14 10:15:00,17815.5,17822.3,17812.4,17812.4,87.858,1565230.4379,21,27.044,481906.9643
2022-12-14 10:16:00,17812.4,17822.0,17812.4,17820.6,65.718,1170787.9467,12,10.405,185437.9043
2022-12-14 10:17:00,17820.6,17822.3,17820.0,17820.0,12.26,218479.1462,12,0.091,1621.7685
2022-12-14 10:18:00,17821.1,17827.1,17819.6,17827.1,100.42,1789530.7947,17,77.656,1383866.6593
2022-12-14 10:19:00,17823.7,17828.8,17823.7,17828.8,45.966,819413.7856,17,36.239,646023.1057
2022-12-14 10:20:00,17826.2,17827.8,17824.4,17824.4,29.084,518468.3316,14,22.089,393786.1406
2022-12-14 10:21:00,17830.3,17832.1,17824.4,17825.4,24.004,427941.8488,18,13.941,248569.7178
2022-12-14 10:22:00,17828.8,17831.0,17822.8,17822.8,559.224,9968481.0924,30,33.749,601677.0677
