Date,Open,High,Low,Close,Volume
2022-09-11 05:08:00,21560.0,21562.4,21250.4,21555.1,81.565
2022-09-11 05:09:00,21555.1,21558.0,21250.4,21556.2,41.665
2022-09-11 05:10:00,21548.0,21568.9,21548.0,21568.9,33.66
2022-09-11 05:11:00,21569.2,21581.3,21548.0,21575.8,68.249
2022-09-11 05:12:00,21574.5,21580.5,21281.1,21577.1,66.892
2022-09-11 05:13:00,21575.8,21580.5,21281.1,21468.9,77.139
2022-09-11 05:14:00,21577.1,21580.5,21567.5,21580.5,53.173
2022-09-11 05:15:00,21580.5,21580.5,21350.0,21350.0,29.071
2022-09-11 05:16:00,21494.2,21580.5,21281.1,21569.3,97.245
2022-09-11 05:17:00,21575.0,21575.0,21250.4,21490.3,108.464
2022-09-11 05:18:00,21529.9,21575.0,21275.1,21490.4,10.501
2022-09-11 05:19:00,21401.9,21570.0,21275.1,21535.3,18.332
2022-09-11 05:20:00,21468.9,21570.0,21275.1,21570.0,13.325
2022-09-11 05:21:00,21570.0,21572.0,21275.1,21468.9,72.26
2022-09-11 05:22:00,21529.1,21572.0,21300.0,21559.7,18.961
2022-09-11 05:23:00,21566.9,21572.0,21250.4,21570.0,51.761
2022-09-11 05:24:00,21570.0,21570.0,21250.4,21567.7,69.909
2022-09-11 05:25:00,21565.2,21572.0,21250.4,21563.8,47.151
2022-09-11 05:26:00,21563.8,21563.8,21561.5,21561.5,17.333
2022-09-11 05:27:00,21561.6,21563.8,21300.0,21318.9,26.647
2022-09-11 05:28:00,21453.2,21568.0,21300.0,21300.0,34.017
2022-09-11 05:29:00,21460.1,21572.0,21250.4,21571.9,35.719
2022-09-11 05:30:00,21572.0,21574.0,21269.0,21570.0,68.831
2022-09-11 05:31:00,21568.5,21570.0,21269.0,21563.8,33.614
2022-09-11 05:32:00,21511.9,21563.8,21175.0,21175.0,67.074
2022-09-11 05:33:00,21451.0,21563.8,21175.0,21563.8,29.708
2022-09-11 05:34:00,21563.8,21563.8,21561.1,21563.8,15.215
2022-09-11 05:35:00,21563.8,21570.0,21467.1,21467.1,34.797
2022-09-11 05:36:00,21570.0,21576.5,21304.4,21576.5,169.397
2022-09-11 05:37:00,21580.5,21580.5,21503.0,21580.5,109.238
2022-09-11 05:38:00,21579.9,21580.5,21300.0,21579.9,54.708
2022-09-11 05:39:00,21579.9,21579.9,21300.0,21459.1,19.949
2022-09-11 05:40:00,21575.0,21579.9,21271.2,21271.2,51.098
2022-09-11 05:41:00,21468.9,21574.0,21271.2,21569.0,45.886
2022-09-11 05:42:00,21569.0,21569.0,21265.2,21419.4,49.51
2022-09-11 05:43:00,21519.1,21560.0,21228.5,21555.0,72.542
2022-09-11 05:44:00,21555.0,21555.0,21370.9,21370.9,7.936
2022-09-11 05:45:00,21522.0,21555.0,21200.0,21555.0,203.642
2022-09-11 05:46:00,21511.9,21555.0,21200.1,21446.8,84.777
2022-09-11 05:47:00,21468.9,21553.0,21200.1,21553.0,149.236
2022-09-11 05:48:00,21553.0,21553.0,21200.0,21200.0,162.897
2022-09-11 05:49:00,21441.1,21553.0,21175.0,21550.0,85.381
2022-09-11 05:50:00,21546.9,21550.0,21163.1,21546.8,126.55
2022-09-11 05:51:00,21507.5,21546.8,21100.0,21542.0,137.455
2022-09-11 05:52:00,21542.0,21546.8,21150.0,21546.8,53.495
2022-09-11 05:53:00,21542.0,21546.8,21150.0,21489.8,23.088
2022-09-11 05:54:00,21400.0,21549.3,21150.0,21500.0,131.308
2022-09-11 05:55:00,21500.0,21549.3,21329.9,21536.9,87.818
2022-09-11 05:56:00,21462.9,21549.3,21300.0,21549.3,7.706
2022-09-11 05:57:00,21541.2,21549.3,21287.0,21549.2,27.035
2022-09-11 05:58:00,21549.3,21549.3,21549.2,21549.3,1.66
