Date,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2023-01-12 15:40:00,18122.0,18123.5,18088.2,18088.2,775.603,14045310.9972,136,307.034,5560276.1662
2023-01-12 15:45:00,18090.0,18104.7,18084.9,18101.9,530.386,9596830.0145,191,232.482,4207389.5153
2023-01-12 15:50:00,18098.6,18112.8,18084.9,18103.9,925.956,16761265.2961,114,509.764,9228219.2583
2023-01-12 15:55:00,18101.0,18133.9,18094.0,18108.8,774.728,14027069.4823,128,449.928,8147586.7735
2023-01-12 16:00:00,18107.2,18133.9,18006.4,18070.0,882.158,15946421.0579,227,393.059,7103235.542
2023-01-12 16:05:00,18070.0,18094.8,18062.7,18073.6,1356.563,24521767.0648,171,623.85,11276316.9719
2023-01-12 16:10:00,18070.7,18094.8,18065.0,18092.0,697.416,12605450.1799,131,383.266,6927259.5399
2023-01-12 16:15:00,18094.8,18121.0,18082.2,18109.9,946.637,17130932.9167,193,622.727,11270176.369
2023-01-12 16:20:00,18109.9,18144.0,18095.1,18130.9,892.172,16169192.7714,171,411.157,7454164.3814
2023-01-12 16:25:00,18128.4,18138.1,18095.1,18130.4,531.39,9631874.04,125,214.997,3897631.9794
2023-01-12 16:30:00,18133.2,18136.5,18095.1,18111.7,651.232,11799142.9465,144,276.312,5007936.006
2023-01-12 16:35:00,18114.4,18125.3,18095.1,18121.8,624.686,11317731.3775,147,350.199,6345765.4966
2023-01-12 16:40:00,18121.8,18122.2,18102.1,18116.3,771.088,13967591.3832,179,391.088,7084430.0368
2023-01-12 16:45:00,18120.0,18120.0,18049.6,18109.2,514.087,9310059.3467,194,259.452,4699170.5274
2023-01-12 16:50:00,18096.0,18110.6,18050.0,18107.9,856.771,15509453.6949,209,568.762,10297083.7224
2023-01-12 16:55:00,18106.1,18126.0,18104.1,18125.0,388.81,7043006.6603,270,185.061,3352791.1901
2023-01-12 17:00:00,18125.0,18144.0,18119.1,18120.2,668.555,12121286.7648,146,288.466,5231011.6738
2023-01-12 17:05:00,18112.2,18154.7,18101.3,18135.8,494.832,8968310.1449,159,338.222,6130450.9565
2023-01-12 17:10:00,18140.0,18160.0,18132.4,18145.3,649.477,11783745.7593,141,380.314,6901225.2797
2023-01-12 17:15:00,18145.3,18199.0,18132.2,18185.0,729.417,13248897.7081,139,298.958,5431864.9163
2023-01-12 17:20:00,18185.0,18199.1,18173.6,18193.1,470.582,8559477.667,116,315.556,5739604.6802
2023-01-12 17:25:00,18198.3,18258.0,18190.1,18245.1,664.757,12112166.7917,218,247.374,4507489.1092
2023-01-12 17:30:00,18244.5,18258.0,18190.1,18258.0,868.882,15852456.5115,178,579.06,10571256.9948
2023-01-12 17:35:00,18258.0,18899.0,18064.0,18899.0,8034.99,148481179.7662,1206,6894.921,127722794.6181
2023-01-12 17:40:00,18899.0,18899.0,18654.5,18673.1,1818.26,34019241.838,312,244.465,4576064.471
2023-01-12 17:45:00,18663.0,18758.1,18650.2,18705.8,848.626,15875568.5675,212,499.547,9345603.042
2023-01-12 17:50:00,18722.6,18754.5,18677.4,18736.7,638.627,11955650.7241,185,215.286,4031998.625
2023-01-12 17:55:00,18745.9,18793.2,18681.1,18768.4,544.05,10206809.731,203,240.516,4516085.2219
2023-01-12 18:00:00,18793.2,18840.7,18696.0,18818.3,982.68,18498862.8114,608,763.161,14373783.827
2023-01-12 18:05:00,18804.2,18818.2,18700.0,18780.4,871.501,16370312.9948,189,300.956,5654321.6438
2023-01-12 18:10:00,18780.0,18800.0,18650.7,18800.0,634.253,11888377.0112,180,254.723,4784042.1283
2023-01-12 18:15:00,18650.8,18839.0,18650.7,18829.6,523.028,9800567.8779,254,276.209,5190646.7244
2023-01-12 18:20:00,18650.7,18839.0,18650.2,18809.4,551.613,10349787.0198,224,242.637,4562925.811
