Date,Open,High,Low,Close,Volume,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2023-01-02 18:00:00,16781.3,16970.3,16757.0,16761.0,4851.587,81760833.7465,2766,2495.596,42228771.6536
2023-01-02 19:00:00,16849.4,16970.3,16757.0,16757.0,4336.391,72942160.4876,1839,2274.463,38345673.0518
2023-01-02 20:00:00,16757.0,16957.1,16757.0,16904.0,4910.655,82726277.3682,2919,2381.958,40312771.3402
2023-01-02 21:00:00,16757.1,16939.9,16744.0,16930.0,4720.166,79502110.9623,1531,2326.193,39339063.3948
2023-01-02 22:00:00,16930.0,16935.9,16710.0,16710.0,4165.754,70108790.5768,1156,2105.418,35559427.479
2023-01-02 23:00:00,16723.0,16923.0,16580.0,16674.3,12875.311,214977371.7158,1322,7891.266,131801587.3539
2023-01-03 00:00:00,16673.3,16716.7,16619.0,16700.0,7303.5,121869691.3253,943,2806.895,46841150.0987
2023-01-03 01:00:00,16696.6,16700.0,16622.5,16680.0,7549.764,125863988.2611,857,2722.073,45382550.8845
2023-01-03 02:00:00,16680.0,16704.5,16673.5,16673.5,8904.038,148533041.002,895,2117.748,35335269.0007
2023-01-03 03:00:00,16673.5,16704.5,16630.0,16696.2,5771.055,96283456.3412,790,3323.811,55467684.551
2023-01-03 04:00:00,16693.6,16729.0,16649.1,16653.5,7261.518,121213191.6445,1069,2746.954,45865367.5308
2023-01-03 05:00:00,16653.5,16729.0,16653.5,16727.9,5504.34,91947633.8633,1139,2950.625,49282595.9114
2023-01-03 06:00:00,16729.0,16770.0,16653.5,16726.9,10007.62,167482684.849,1694,4762.015,79725784.5402
2023-01-03 07:00:00,16726.9,16936.2,16662.4,16730.5,9471.254,158619717.3048,1674,4496.278,75417235.3774
2023-01-03 08:00:00,16731.5,16759.6,16675.8,16713.9,4950.649,82762628.3342,1387,3028.47,50635505.7166
2023-01-03 09:00:00,16718.2,16835.0,16713.9,16735.1,4788.631,80136093.5572,1318,2091.462,35004485.7164
2023-01-03 10:00:00,16738.9,16771.4,16690.0,16726.0,4161.298,69630133.7378,1360,2128.946,35626277.2155
2023-01-03 11:00:00,16721.7,16799.0,16711.7,16718.5,4532.189,75805470.7512,2120,2269.484,37965276.3354
2023-01-03 12:00:00,16718.5,16782.7,16678.0,16705.4,4075.788,68129711.4821,1764,2283.205,38170277.4565
2023-01-03 13:00:00,16705.4,16782.7,16704.4,16725.6,4820.849,80625755.1066,2234,2510.571,41991283.0714
2023-01-03 14:00:00,16725.6,16770.0,16655.0,16657.1,6812.392,113944638.646,2549,3515.237,58806399.7458
2023-01-03 15:00:00,16658.1,16756.0,16630.0,16679.7,6167.19,102797464.3682,1691,2526.656,42143339.2762
2023-01-03 16:00:00,16680.7,16740.0,16580.0,16620.3,10861.761,180746297.8795,1701,4294.877,71480018.1634
2023-01-03 17:00:00,16626.0,16659.7,16580.0,16634.5,7866.981,130818305.848,1596,3545.0,58955187.8529
2023-01-03 18:00:00,16634.5,16717.4,16627.6,16710.0,6286.944,104667381.113,1972,3210.949,53478066.1875
2023-01-03 19:00:00,16649.0,16716.0,16624.6,16671.8,4690.161,78114235.8146,1673,2697.547,44959681.4302
2023-01-03 20:00:00,16679.0,16680.0,16640.3,16664.4,4288.561,71446417.6769,1342,2451.905,40854845.5583
2023-01-03 21:00:00,16657.8,16680.0,16656.0,16666.6,4239.756,70662021.4176,970,2210.578,36847114.8347
2023-01-03 22:00:00,16664.0,16710.0,16622.5,16674.0,4547.667,75770931.9543,1098,2352.194,39201381.0662
2023-01-03 23:00:00,16676.0,16719.9,16609.2,16675.0,10660.493,177856847.9173,1373,4397.679,73418713.2574
2023-01-04 00:00:00,16675.0,16719.9,16639.0,16660.8,4077.599,67961479.0829,791,2034.843,33919356.5365
2023-01-04 01:00:00,16659.8,16762.0,16655.2,16701.8,4937.852,82459984.8468,945,2532.524,42298907.483
2023-01-04 02:00:00,16700.8,16762.0,16698.2,16739.3,5000.235,83634384.8241,1154,2718.227,45466942.7485
2023-01-04 03:00:00,16732.3,16880.0,16732.3,16858.2,10413.626,175020275.5013,1727,5252.756,88291315.0603
2023-01-04 04:00:00,16864.7,16896.0,16765.2,16859.0,7691.142,129739433.4235,1355,4090.982,69017624.1672
2023-01-04 05:00:00,16859.0,16862.3,16774.0,16853.6,5094.489,85829703.0219,1091,2135.814,35988409.5438
2023-01-04 06:00:00,16855.3,16873.0,16845.3,16870.7,4685.768,78988134.5949,1454,2242.494,37805604.4838
2023-01-04 07:00:00,16870.7,16900.0,16765.0,16869.8,6016.838,101448233.926,2755,2850.05,48071556.1179
2023-01-04 08:00:00,16869.8,16900.0,16806.0,16869.9,6575.96,110899474.8918,1487,3144.943,53035636.614
2023-01-04 09:00:00,16864.9,16900.0,16808.0,16844.8,5187.839,87437924.7758,1283,2789.195,47015925.4312
2023-01-04 10:00:00,16844.5,16847.8,16800.0,16834.4,4348.099,73209964.995,1112,2274.808,38306056.7586
2023-01-04 11:00:00,16837.9,16900.0,16800.0,16835.1,5487.604,92410697.4977,1437,2461.937,41474449.4107
2023-01-04 12:00:00,16831.7,16849.9,16800.0,16810.6,5554.02,93448877.6814,1334,2910.962,48986037.0218
2023-01-04 13:00:00,16822.4,16839.7,16808.2,16825.8,4830.817,81267511.6968,1402,2270.402,38196905.085
2023-01-04 14:00:00,16825.8,16849.9,16800.0,16825.5,7552.301,127054300.0887,1619,3763.264,63319407.8071
2023-01-04 15:00:00,16827.9,16888.0,16765.0,16851.3,8626.886,145070369.4639,1644,4422.414,74385134.3604
2023-01-04 16:00:00,16850.1,16886.4,16809.7,16849.4,6652.418,112148525.1456,1794,3279.665,55296333.173
2023-01-04 17:00:00,16849.4,16924.4,16765.0,16893.8,9001.543,151879922.1574,1668,4561.745,76989249.4327
2023-01-04 18:00:00,16890.1,16970.5,16800.0,16948.5,9839.257,166539091.3746,1993,5748.316,97312950.2513
2023-01-04 19:00:00,16957.5,16979.0,16770.0,16838.4,9678.536,163184409.1466,1859,4547.544,76679386.494
2023-01-04 20:00:00,16838.4,16877.0,16765.0,16805.5,7358.562,123770292.9559,1315,3539.581,59548096.7527
2023-01-04 21:00:00,16803.8,16900.0,16787.0,16816.1,5256.341,88377171.3722,1555,2509.586,42204758.4283
2023-01-04 22:00:00,16816.1,16900.0,16813.1,16831.5,5124.501,86235910.3908,1268,2661.404,44796872.3979
2023-01-04 23:00:00,16831.5,16879.9,16784.0,16850.4,5247.157,88387142.9404,1420,2545.616,42886920.5696
2023-01-05 00:00:00,16793.7,16873.8,16769.4,16830.0,5609.321,94553070.4088,1023,2792.642,47084939.2229
2023-01-05 01:00:00,16830.0,16900.0,16760.0,16837.5,5839.776,98325621.2354,1022,3200.094,53891151.6981
2023-01-05 02:00:00,16835.0,16846.1,16796.2,16841.8,5800.393,97644297.961,1047,3124.985,52608991.9191
2023-01-05 03:00:00,16841.8,16847.1,16756.0,16824.3,4638.56,78046316.1218,1059,2301.729,38738594.8917
2023-01-05 04:00:00,16826.0,16862.0,16821.5,16835.8,3841.902,64666945.4394,951,2109.986,35518608.0333
2023-01-05 05:00:00,16832.3,16900.0,16828.4,16843.1,5177.271,87197879.4752,1110,2485.974,41874983.4176
2023-01-05 06:00:00,16844.7,16844.7,16811.2,16817.3,4593.962,77302081.1553,1119,2105.072,35424638.6662
2023-01-05 07:00:00,16818.2,16854.8,16786.0,16821.3,4898.875,82358782.9107,1191,2694.027,45295910.8959
